"","cell_label","x","y","volume","classMajor"
"182","Cell_182",-314.078908413649,208.170782402158,0.99002094115581,"type_1"
"183","Cell_183",738.993478752673,-282.992239482701,1.09760317349224,"type_4"
"184","Cell_184",403.317008167505,907.547298632562,1.04138689154511,"type_5"
"185","Cell_185",774.203713797033,150.327108800411,1.09123221616101,"type_3"
"186","Cell_186",-394.091546349227,-194.620043411851,1.19837322006844,"type_3"
"187","Cell_187",-304.536049626768,-738.11921775341,1.11691085140136,"type_1"
"188","Cell_188",1091.84354301542,298.949727974832,0.949126298458478,"type_5"
"189","Cell_189",-1009.02572125196,494.321732595563,1.07041801784655,"type_2"
"190","Cell_190",901.398519426584,157.902249880135,0.980158372617792,"type_5"
"191","Cell_191",783.982242643833,-379.812587611377,0.946192921111514,"type_1"
"192","Cell_192",853.612285293639,-35.8503403142095,0.714424134498077,"type_4"
"193","Cell_193",-510.802383162081,-357.641071267426,0.921035314773624,"type_3"
"194","Cell_194",-522.923716530204,215.745540708303,1.04878146351637,"type_2"
"195","Cell_195",960.416651330888,-367.362076789141,1.21680325395193,"type_5"
"196","Cell_196",-140.145105868578,201.883101090789,1.05006946142808,"type_1"
"197","Cell_197",495.289436168969,106.136887706816,1.06202102036673,"type_3"
"198","Cell_198",975.119110196829,525.491803139448,0.903409678986642,"type_5"
"199","Cell_199",845.010143145919,28.145276941359,1.01626547081183,"type_1"
"200","Cell_200",542.572941072285,-791.874096170068,0.792176245811262,"type_5"
"201","Cell_201",-191.352864168584,442.055317573249,1.04852268205693,"type_1"
"202","Cell_202",214.082481153309,13.5901272296906,1.06967687785649,"type_2"
"203","Cell_203",-60.707601159811,-467.960521392524,1.01855139155831,"type_2"
"204","Cell_204",-423.542510345578,506.490131467581,1.07007335155445,"type_1"
"205","Cell_205",97.2057323902845,740.094129368663,1.03116810286614,"type_5"
"206","Cell_206",-69.9291028082371,-713.474597409368,1.07604623619678,"type_2"
"207","Cell_207",-680.903758853674,-73.9354418590665,1.18424636262077,"type_1"
"208","Cell_208",-50.9685231372714,-215.69152828306,1.11123628412626,"type_4"
"209","Cell_209",900.349743850529,-212.414867989719,1.00326639575014,"type_4"
"210","Cell_210",588.024551421404,-192.574435472488,0.888555103520264,"type_4"
"211","Cell_211",-212.695001810789,-211.515902169049,1.04180578223851,"type_2"
"212","Cell_212",-1022.18409664929,587.976847216487,0.959976476265684,"type_4"
"213","Cell_213",-438.387220725417,787.186184339225,1.14934931026175,"type_1"
"214","Cell_214",437.912274710834,884.337065555155,0.839291906015028,"type_3"
"215","Cell_215",375.998799316585,-886.226682923734,0.958424821159849,"type_4"
"216","Cell_216",479.963155277073,249.172472767532,1.04220083732174,"type_3"
"217","Cell_217",-196.638130769134,-937.950422242284,0.984826346346502,"type_5"
"218","Cell_218",869.467574357986,702.11665648967,0.939384888473578,"type_5"
"219","Cell_219",-61.2836921587586,711.707738041878,0.969527893103329,"type_1"
"220","Cell_220",636.074395850301,-228.285188041627,1.06295360998845,"type_4"
"221","Cell_221",-219.840190373361,-781.082768552005,1.08951719802755,"type_2"
"222","Cell_222",460.219541564584,-606.757356226444,1.06602126318204,"type_4"
"223","Cell_223",737.26739231497,-599.337636306882,1.22734835204475,"type_3"
"224","Cell_224",282.495419494808,141.114130988717,1.11734975726324,"type_3"
"225","Cell_225",772.884758748114,-590.758038684726,1.02877097283138,"type_1"
"226","Cell_226",-373.160168342292,483.442769385874,0.934022990617869,"type_2"
"227","Cell_227",-905.973861180246,-446.796421520412,1.29191401307176,"type_3"
"228","Cell_228",401.543595269322,-33.607174269855,1.06774155004383,"type_3"
"229","Cell_229",-256.282834522426,-426.835085079074,0.931567965586399,"type_2"
"230","Cell_230",-932.021481357515,153.879281692207,1.0186492083081,"type_5"
"231","Cell_231",-540.534933842719,-225.483105517924,0.967560669951634,"type_2"
"232","Cell_232",393.564465455711,261.68333273381,0.972529578177419,"type_3"
"233","Cell_233",335.109173879027,-865.082182176411,0.906649665941013,"type_4"
"234","Cell_234",143.18045116961,76.2273542582989,1.01168453449861,"type_2"
"235","Cell_235",-361.176894977689,-735.342172533274,1.03191602386481,"type_2"
"236","Cell_236",-952.761111594737,291.569385677576,0.892245787724057,"type_5"
"237","Cell_237",658.940455131233,871.344754658639,0.676684786707686,"type_5"
"238","Cell_238",280.956875905395,123.980895057321,0.974512534734547,"type_3"
"239","Cell_239",-445.80258987844,234.856355935335,1.00295178303215,"type_1"
"240","Cell_240",694.212911836803,195.188063196838,1.05942737741105,"type_3"
"241","Cell_241",-846.460615284741,-612.238561548293,1.00591351681788,"type_4"
"242","Cell_242",-529.656540602446,130.701001547277,1.0413398894737,"type_2"
"243","Cell_243",-367.62856207788,-681.362066231668,0.890222782542958,"type_2"
"244","Cell_244",-863.091503642499,-129.195554181933,1.07111752572704,"type_5"
"245","Cell_245",-318.608352541924,816.096228919923,1.07188887298541,"type_5"
"246","Cell_246",449.273385107517,94.1503884270787,1.0251651069029,"type_1"
"247","Cell_247",116.351860016584,716.926331631839,1.13572744361518,"type_5"
"248","Cell_248",-273.226824961603,-399.551873467863,1.04044684712786,"type_1"
"249","Cell_249",596.165676042438,-858.42697173357,1.02643642698379,"type_5"
"250","Cell_250",458.605687133968,750.033146515489,1.02680439041437,"type_4"
"251","Cell_251",597.595673985779,32.9117054119706,1.04369305770395,"type_4"
"252","Cell_252",-524.373611435294,328.08402813971,1.10601239054874,"type_5"
"253","Cell_253",464.164203777909,888.611900433898,1.04521903965287,"type_5"
"254","Cell_254",172.646295279264,716.349390149117,1.06631986156871,"type_5"
"255","Cell_255",327.178555168211,23.7011102959514,0.886362644600917,"type_2"
"256","Cell_256",-274.967194721103,-500.333528034389,0.962950248290788,"type_2"
"257","Cell_257",710.184579715133,-498.039841465652,1.14769695897925,"type_5"
"258","Cell_258",678.747599758208,-465.335391461849,0.877609624948624,"type_5"
"259","Cell_259",403.954798914492,-440.05640912801,1.02580683873961,"type_5"
"260","Cell_260",-977.49763391912,207.60687366128,1.04050028054335,"type_5"
"261","Cell_261",-896.856762841344,602.012183703482,1.09758033218094,"type_4"
"262","Cell_262",322.799526527524,393.133683688939,0.965112326346009,"type_3"
"263","Cell_263",-948.247414827347,-440.97153916955,1.01586254394913,"type_3"
"264","Cell_264",502.027972228825,-488.40868268162,0.823674493345885,"type_3"
"265","Cell_265",18.4115879237652,-168.402304686606,1.03385960470999,"type_2"
"266","Cell_266",615.680133551359,73.954113945365,0.933343497044073,"type_3"
"267","Cell_267",-26.0625220835209,655.059518292546,0.976135337567236,"type_5"
"268","Cell_268",-806.367529928684,817.776227742434,0.881223471754281,"type_2"
"269","Cell_269",-685.705794766545,805.16940895468,1.03849353217686,"type_3"
"270","Cell_270",-185.490759462118,-424.661654233932,1.06665795156545,"type_2"
"271","Cell_271",88.2742010056973,475.072766281664,0.969538611054226,"type_3"
"272","Cell_272",957.044523395598,379.145771451294,1.18250110640863,"type_5"
"273","Cell_273",-624.40117970109,-153.21898330003,1.06705593705676,"type_5"
"274","Cell_274",-166.498839296401,459.047581627965,1.09486325732552,"type_2"
"275","Cell_275",-750.724302604795,-249.957914091647,1.20494030016709,"type_5"
"276","Cell_276",-637.059031426907,830.09388204664,0.934888639076247,"type_1"
"277","Cell_277",-641.871789470315,-781.082369014621,1.08086192728463,"type_4"
"278","Cell_278",578.557671792805,206.490044295788,1.09865806139546,"type_2"
"279","Cell_279",883.705200813711,580.85690997541,0.99938292039093,"type_3"
"280","Cell_280",987.167775258422,176.89566090703,1.03190523579319,"type_2"
"281","Cell_281",-784.646476618946,-464.543839730322,0.898817809725816,"type_2"
"282","Cell_282",-970.785120874643,-370.871023088694,1.04701675477264,"type_2"
"283","Cell_283",601.03957336396,-207.16909468174,0.92990296683709,"type_2"
"284","Cell_284",606.471816636622,-147.137794084847,1.08136828625265,"type_5"
"285","Cell_285",-856.235206313431,-110.642500966787,0.918856921600723,"type_5"
"286","Cell_286",668.093525804579,80.2700920030475,1.03193974870995,"type_3"
"287","Cell_287",142.367143929005,440.850046277046,0.915347734683638,"type_3"
"288","Cell_288",-708.548564650118,-556.953196227551,0.975423682087127,"type_5"
"289","Cell_289",-496.100564114749,-396.791460737586,0.844714098889454,"type_2"
"290","Cell_290",507.150520384312,-340.128274820745,1.01284340329258,"type_4"
"291","Cell_291",963.607078045607,372.758783586323,1.09854433894049,"type_5"
"292","Cell_292",-970.773385092616,698.140211775899,1.01832475230672,"type_1"
"293","Cell_293",-315.234158746898,-231.56320899725,0.823377078656954,"type_4"
"294","Cell_294",677.108239196241,-451.046008989215,0.937946630338406,"type_2"
"295","Cell_295",-262.326159887016,290.5636690557,1.16560430369987,"type_5"
"296","Cell_296",430.421253293753,505.180862545967,1.18098053855839,"type_3"
"297","Cell_297",-926.619814150035,-164.58721999079,0.882496323198786,"type_5"
"298","Cell_298",-816.713413596153,-275.88163241744,0.963329674117236,"type_5"
"299","Cell_299",-713.015411049128,-157.482218183577,1.03536254489273,"type_5"
"300","Cell_300",619.823206029832,-441.487930342555,1.03191562208679,"type_5"
"301","Cell_301",415.810988657176,-296.351882256567,0.94200430109806,"type_5"
"302","Cell_302",378.523386642337,-745.932647399604,0.904672129805309,"type_4"
"303","Cell_303",-74.5490927249193,-407.52187371254,0.982057141305438,"type_2"
"304","Cell_304",893.131086789072,-585.117543675005,1.10098082149443,"type_5"
"305","Cell_305",-291.943825408816,421.883658505976,1.00236266149214,"type_1"
"306","Cell_306",-818.797958828509,117.500942386687,0.93509717804161,"type_3"
"307","Cell_307",-330.321847647429,-317.334881052375,0.949562577795181,"type_2"
"308","Cell_308",-302.634684741497,-460.910869762301,1.16143914954584,"type_2"
"309","Cell_309",320.502888970077,583.758897520602,0.955304018874434,"type_3"
"310","Cell_310",145.438094437122,515.788737684488,1.07631767611133,"type_4"
"311","Cell_311",-698.689949512482,-761.039571091533,1.14717186861858,"type_5"
"312","Cell_312",-906.08494207263,-484.235538169742,1.04436649036874,"type_5"
"313","Cell_313",738.538453727961,496.823513880372,0.957827812992981,"type_3"
"314","Cell_314",-978.043004125357,419.897033460438,0.995999837379393,"type_5"
"315","Cell_315",885.152897424996,237.674737349153,0.950772003177211,"type_3"
"316","Cell_316",-375.289380177855,-893.843287602067,1.12277171173128,"type_1"
"317","Cell_317",-750.04544891417,324.031170085073,0.985044643475561,"type_1"
"318","Cell_318",754.262051358819,304.533033259213,1.15499833839825,"type_3"
"319","Cell_319",878.920202516019,634.396256133914,0.943838746461869,"type_1"
"320","Cell_320",-718.316497094929,-762.117427401245,0.935288274936764,"type_5"
"321","Cell_321",-233.781560137868,-536.313880048692,1.01431321590504,"type_2"
"322","Cell_322",-715.521079301834,593.409537523985,1.00241886479911,"type_2"
"323","Cell_323",1032.12242033333,37.7941142767668,0.949554847541913,"type_5"
"324","Cell_324",-320.845809951425,746.060374751687,0.841860319006966,"type_1"
"325","Cell_325",442.815809883177,-376.548582315445,1.00300664212554,"type_5"
"326","Cell_326",-66.6670041158795,-794.226960651577,0.92834233009293,"type_5"
"327","Cell_327",5.56945558637381,-645.494817383587,1.10826109554761,"type_3"
"328","Cell_328",-578.225553408265,-434.04151070863,0.904731454506071,"type_5"
"329","Cell_329",630.067420005798,-484.472820907831,1.11264827290092,"type_4"
"330","Cell_330",362.015064060688,880.49193341285,0.935095698262088,"type_3"
"331","Cell_331",542.185578122735,163.50082308054,1.02924700784067,"type_2"
"332","Cell_332",604.400832206011,595.826660469174,1.08987027244027,"type_3"
"333","Cell_333",-908.428979292512,255.193257518113,0.948125764320813,"type_5"
"334","Cell_334",-126.010304130614,-806.785234250128,1.05544385523451,"type_2"
"335","Cell_335",-499.188291281462,-668.378170765936,0.991202632881599,"type_2"
"336","Cell_336",-154.311125166714,511.173004098237,0.886478707059248,"type_5"
"337","Cell_337",1018.86675171554,362.904543802142,0.97299203890001,"type_3"
"338","Cell_338",-749.938162229955,902.400556392968,1.16197898775349,"type_1"
"339","Cell_339",744.96408496052,782.538697309792,0.978586882630336,"type_5"
"340","Cell_340",29.5037286356091,-403.038276918232,0.918221753707504,"type_5"
"341","Cell_341",-615.106360428035,296.793749369681,0.994597707591839,"type_1"
"342","Cell_342",718.321917951107,67.3731302842498,1.03301416098579,"type_2"
"343","Cell_343",660.455092974007,-574.325524829328,1.09553246146574,"type_3"
"344","Cell_344",-744.096439518034,-339.033485390246,1.11439598777924,"type_3"
"345","Cell_345",-575.298364274204,-866.509840451181,1.01005223983751,"type_5"
"346","Cell_346",-376.165252737701,168.956411629915,1.11645752456574,"type_1"
"347","Cell_347",-480.239651352167,57.0859786123037,0.923574005220085,"type_1"
"348","Cell_348",-619.867073558271,750.101931206882,0.76554865953097,"type_1"
"349","Cell_349",-584.826649725437,625.608311221004,0.952831657447046,"type_1"
"350","Cell_350",735.064059868455,-338.974148780107,0.948414451049261,"type_2"
"351","Cell_351",-630.154298432171,-405.55170904845,0.768396384849744,"type_4"
"352","Cell_352",929.378665611148,-297.814143262804,1.05624717569695,"type_4"
"353","Cell_353",946.301824226975,485.149425454438,0.921622486057762,"type_3"
"354","Cell_354",-21.6985652223229,-886.100883968174,0.977394601377183,"type_5"
"355","Cell_355",86.0848953947425,-577.3626325652,0.841289701234596,"type_4"
"356","Cell_356",779.399387910962,475.047775357962,1.05475242018683,"type_3"
"357","Cell_357",536.612625606358,753.003730997443,1.18912270173555,"type_4"
"358","Cell_358",-982.6799813658,-49.5838277041912,0.912192288977596,"type_5"
"359","Cell_359",-1098.73522929847,35.7045952230692,0.988744108895521,"type_5"
"360","Cell_360",-491.95203166455,-625.598399341106,1.1948713064976,"type_2"
"361","Cell_361",475.404069945216,606.859607063234,1.09338163322077,"type_1"
"362","Cell_362",1075.61411764473,-178.332824259996,1.1913059421697,"type_5"
"363","Cell_363",-555.008965171874,128.190556168556,0.999476594206806,"type_1"
"364","Cell_364",792.744393087924,-703.958822786808,0.984773995107836,"type_4"
"365","Cell_365",-589.719588495791,715.038666129112,0.949036834282088,"type_1"
